message_id,conversation_id,topic,timestamp,labeler_id,confidence
40001,1,"Crypto Lending Rates","2025-01-28 04:00:00",1,0.95
40002,0,"Spam Messages","2025-01-28 06:32:00",1,0.9
40003,2,"Crypto Market Data","2025-01-28 07:00:00",1,0.95
40004,3,"Crypto Futures Data","2025-01-28 08:00:00",1,0.95
40005,4,"Bitcoin Market Trends","2025-01-28 09:07:00",1,0.95
40006,0,"Spam Messages","2025-01-28 10:56:00",1,0.9
40007,5,"Bitcoin Price Speculation","2025-01-28 11:00:00",1,0.95
40008,6,"NVIDIA Hardware Controversy","2025-01-28 11:20:00",1,0.95
40009,6,"NVIDIA Hardware Controversy","2025-01-28 11:20:00",1,0.95
40010,0,"Spam Messages","2025-01-28 11:20:00",1,0.9
40011,6,"NVIDIA Hardware Controversy","2025-01-28 11:21:00",1,0.95
40012,6,"NVIDIA Hardware Controversy","2025-01-28 11:21:00",1,0.95
40013,6,"NVIDIA Hardware Controversy","2025-01-28 11:21:00",1,0.95
40014,6,"NVIDIA Hardware Controversy","2025-01-28 11:22:00",1,0.95
40015,6,"NVIDIA Hardware Controversy","2025-01-28 11:22:00",1,0.95
40016,6,"NVIDIA Hardware Controversy","2025-01-28 11:24:00",1,0.95
40017,6,"NVIDIA Hardware Controversy","2025-01-28 11:24:00",1,0.95
40018,6,"NVIDIA Hardware Controversy","2025-01-28 11:25:00",1,0.95
40019,6,"NVIDIA Hardware Controversy","2025-01-28 11:26:00",1,0.95
40020,6,"NVIDIA Hardware Controversy","2025-01-28 11:26:00",1,0.95
40021,6,"NVIDIA Hardware Controversy","2025-01-28 11:28:00",1,0.95
40022,0,"Spam Messages","2025-01-28 11:29:00",1,0.9
40023,0,"Spam Messages","2025-01-28 11:29:00",1,0.9
40024,0,"Spam Messages","2025-01-28 11:29:00",1,0.9
40025,0,"Spam Messages","2025-01-28 11:30:00",1,0.9
40026,7,"Crypto Executive Commentary","2025-01-28 12:17:00",1,0.95
40027,0,"Spam Messages","2025-01-28 12:37:00",1,0.9
40028,0,"Spam Messages","2025-01-28 12:38:00",1,0.9
40029,0,"Spam Messages","2025-01-28 12:39:00",1,0.9
40030,8,"Book Recommendation","2025-01-28 12:42:00",1,0.95
40031,8,"Book Recommendation","2025-01-28 15:23:00",1,0.95
40032,8,"Book Recommendation","2025-01-28 15:24:00",1,0.95
40033,9,"Patriotic Crypto Commentary","2025-01-28 15:25:00",1,0.95
40034,8,"Book Recommendation","2025-01-28 15:27:00",1,0.95
40035,0,"Spam Messages","2025-01-28 15:48:00",1,0.9
