message_id,conversation_id,topic,timestamp,labeler_id,confidence
40001,1,Trump bot message,2025-01-31T13:21:00Z,1,0.95
40002,2,DeepSeek discussion,2025-01-31T13:21:00Z,1,0.95
40003,0,Spam Messages,2025-01-31T13:22:00Z,1,0.99
40004,3,Crypto earning advice,2025-01-31T13:24:00Z,1,0.95
40005,0,Spam Messages,2025-01-31T13:25:00Z,1,0.99
40006,3,Crypto earning advice,2025-01-31T13:29:00Z,1,0.95
40007,3,Crypto earning advice,2025-01-31T13:30:00Z,1,0.95
40008,3,Crypto earning advice,2025-01-31T13:32:00Z,1,0.95
40009,3,Crypto earning advice,2025-01-31T13:32:00Z,1,0.95
40010,3,Crypto earning advice,2025-01-31T13:33:00Z,1,0.95
40011,3,Crypto earning advice,2025-01-31T13:34:00Z,1,0.95
40012,3,Crypto earning advice,2025-01-31T13:36:00Z,1,0.95
40013,3,Crypto earning advice,2025-01-31T13:36:00Z,1,0.95
40014,0,Spam Messages,2025-01-31T14:48:00Z,1,0.99
40015,0,Spam Messages,2025-01-31T14:48:00Z,1,0.99
40016,4,Reconnecting with old friends,2025-01-31T15:36:00Z,1,0.95
40017,0,Spam Messages,2025-01-31T15:55:00Z,1,0.99
40018,0,Spam Messages,2025-01-31T16:32:00Z,1,0.99
40019,0,Spam Messages,2025-01-31T16:39:00Z,1,0.99
40020,5,Cypherium blockchain discussion,2025-01-31T18:42:00Z,1,0.95
40021,0,Spam Messages,2025-01-31T18:46:00Z,1,0.99
40022,5,Cypherium blockchain discussion,2025-01-31T18:47:00Z,1,0.95
40023,5,Cypherium blockchain discussion,2025-01-31T18:51:00Z,1,0.95
40024,0,Spam Messages,2025-01-31T19:02:00Z,1,0.99
40025,0,Spam Messages,2025-01-31T21:31:00Z,1,0.99
40026,3,Crypto earning advice,2025-01-31T21:46:00Z,1,0.95
40027,0,Spam Messages,2025-01-31T22:28:00Z,1,0.99
40028,0,Spam Messages,2025-01-31T23:13:00Z,1,0.99
40029,0,Spam Messages,2025-02-01T00:19:00Z,1,0.99
40030,0,Spam Messages,2025-02-01T07:06:00Z,1,0.99
40031,0,Spam Messages,2025-02-01T07:25:00Z,1,0.99
40032,0,Spam Messages,2025-02-01T07:53:00Z,1,0.99
40033,0,Spam Messages,2025-02-01T07:58:00Z,1,0.99
40034,0,Spam Messages,2025-02-01T09:12:00Z,1,0.99
40035,0,Spam Messages,2025-02-01T09:19:00Z,1,0.99
40036,0,Spam Messages,2025-02-01T09:24:00Z,1,0.99
40037,0,Spam Messages,2025-02-01T10:37:00Z,1,0.99
40038,0,Spam Messages,2025-02-01T10:39:00Z,1,0.99
40039,0,Spam Messages,2025-02-01T10:54:00Z,1,0.99
40040,0,Spam Messages,2025-02-01T10:57:00Z,1,0.99
40041,0,Spam Messages,2025-02-01T11:11:00Z,1,0.99
40042,0,Spam Messages,2025-02-01T11:31:00Z,1,0.99
40043,0,Spam Messages,2025-02-01T11:32:00Z,1,0.99
40044,0,Spam Messages,2025-02-01T11:51:00Z,1,0.99
40045,0,Spam Messages,2025-02-01T11:54:00Z,1,0.99
40046,0,Spam Messages,2025-02-01T11:59:00Z,1,0.99
40047,0,Spam Messages,2025-02-01T11:59:00Z,1,0.99
40048,0,Spam Messages,2025-02-01T12:02:00Z,1,0.99
40049,0,Spam Messages,2025-02-01T12:39:00Z,1,0.99
40050,0,Spam Messages,2025-02-01T12:43:00Z,1,0.99
40051,0,Spam Messages,2025-02-01T14:20:00Z,1,0.99
40052,0,Spam Messages,2025-02-01T14:26:00Z,1,0.99
40053,0,Spam Messages,2025-02-01T14:26:00Z,1,0.99
40054,0,Spam Messages,2025-02-01T14:26:00Z,1,0.99
40055,0,Spam Messages,2025-02-01T14:50:00Z,1,0.99
40056,0,Spam Messages,2025-02-01T14:50:00Z,1,0.99
40057,0,Spam Messages,2025-02-01T14:57:00Z,1,0.99
40058,0,Spam Messages,2025-02-01T14:57:00Z,1,0.99
