message_id,conversation_id,topic,timestamp,labeler_id,confidence
1,1,"MKC CAP discussion",2025-02-11T22:27:00Z,1,0.95
2,1,"MKC CAP discussion",2025-02-11T22:28:00Z,1,0.95
3,1,"MKC CAP discussion",2025-02-11T22:28:00Z,1,0.95
4,1,"MKC CAP discussion",2025-02-11T22:28:00Z,1,0.95
5,1,"MKC CAP discussion",2025-02-11T22:29:00Z,1,0.9
6,1,"MKC CAP discussion",2025-02-11T22:30:00Z,1,0.95
7,1,"MKC CAP discussion",2025-02-11T22:30:00Z,1,0.9
8,2,"Coin ownership discussion",2025-02-11T22:33:00Z,1,0.95
9,0,"Spam Messages",2025-02-11T22:33:00Z,1,1.0
10,2,"Coin ownership discussion",2025-02-11T22:33:00Z,1,0.95
11,2,"Coin ownership discussion",2025-02-11T22:33:00Z,1,0.95
12,3,"MEXC exchange discussion",2025-02-11T22:34:00Z,1,0.95
13,3,"MEXC exchange discussion",2025-02-11T22:35:00Z,1,0.95
14,3,"MEXC exchange discussion",2025-02-11T22:35:00Z,1,0.9
15,0,"Spam Messages",2025-02-11T22:35:00Z,1,1.0
16,0,"Spam Messages",2025-02-11T22:35:00Z,1,1.0
17,3,"MEXC exchange discussion",2025-02-11T22:35:00Z,1,0.95
18,3,"MEXC exchange discussion",2025-02-11T22:35:00Z,1,0.9
19,0,"Spam Messages",2025-02-11T22:37:00Z,1,1.0
20,0,"Spam Messages",2025-02-11T22:43:00Z,1,1.0
21,0,"Spam Messages",2025-02-11T22:43:00Z,1,1.0
22,4,"Bot purchase inquiry",2025-02-11T22:44:00Z,1,0.95
23,0,"Spam Messages",2025-02-11T22:45:00Z,1,1.0
24,4,"Bot purchase inquiry",2025-02-11T22:45:00Z,1,0.95
25,4,"Bot purchase inquiry",2025-02-11T22:45:00Z,1,0.9
26,0,"Spam Messages",2025-02-11T23:01:00Z,1,1.0
27,0,"Spam Messages",2025-02-11T23:02:00Z,1,1.0
28,0,"Spam Messages",2025-02-11T23:02:00Z,1,1.0
29,0,"Spam Messages",2025-02-11T23:02:00Z,1,1.0
30,0,"Spam Messages",2025-02-11T23:02:00Z,1,1.0
31,0,"Spam Messages",2025-02-11T23:02:00Z,1,1.0
32,0,"Spam Messages",2025-02-11T23:13:00Z,1,1.0
33,0,"Spam Messages",2025-02-11T23:14:00Z,1,1.0
34,5,"Staking information",2025-02-06T02:52:00Z,1,0.95
35,5,"Staking information",2025-02-06T02:52:00Z,1,0.95
36,5,"Staking information",2025-02-06T10:07:00Z,1,0.95
37,5,"Staking information",2025-02-06T10:07:00Z,1,0.95
38,5,"Staking information",2025-02-06T10:44:00Z,1,0.9
